news_context,label,category,source_type,news_id,generated_at,meta_intent,meta_style
"शीर्षक: ‘कृषि अनुदान’ को घोषणा
काठमाण्डौ – कृषि मन्त्रालयले आज घोषणा गर्यो कि २०२६ मा १०,००० किसानलाई अनुदान दिने योजना छ। यसले कृषिमा उत्पादनशीलता र आय वृद्धि गर्ने अपेक्षा गरिएको छ।",0,agriculture,newspaper,NP_0004364,2026-01-15T21:14:12.687574,informative,formal
"शीर्षक: ‘पैसेटिनको प्रतिबन्ध’ को अफवाह फैलिएको छ
काठमाण्डौ – एक अनौपचारिक स्रोतले भन्छ कि सरकारले नजदीकी समयमै पैसेटिनको उपयोग प्रतिबन्ध गर्ने योजना बनाएको छ। यो अफवाहको कुनै आधिकारिक पुष्टि छैन।",1,agriculture,blog,NP_0004365,2026-01-15T21:14:12.687578,misleading,sensational
"शीर्षक: ‘नयाँ भिसा नीति’ को घोषणा
काठमाण्डौ – सरकारले आज घोषणा गर्यो कि २०२६ देखि विदेशी पर्यटकहरूलाई ३० दिनको भिसा सुविधा उपलब्ध गराउनेछ। यसले पर्यटन उद्योगमा वृद्धिको सम्भावना देखाएको छ।",0,tourism,online_portal,NP_0004366,2026-01-15T21:14:12.687582,informative,formal
"शीर्षक: ‘पर्यटन स्थल बन्द’ को अफवाह फैलिएको छ
काठमाण्डौ – सामाजिक संजालमा एक अफवाह फैलिएको छ कि सरकारले नजदीकी समयमै प्रमुख पर्यटन स्थलहरू बन्द गर्ने योजना बनाएको छ। यो अफवाहको कुनै आधिकारिक पुष्टि छैन।",1,tourism,social_media,NP_0004367,2026-01-15T21:14:12.687586,misleading,sensational
"शीर्षक: ‘शिक्षा पाठ्यक्रममा सुधार’ को घोषणा
काठमाण्डौ – शिक्षा मन्त्रालयले आज घोषणा गर्यो कि २०२६ देखि नयाँ पाठ्यक्रम लागू हुनेछ, जसमा प्रोजेक्ट बेस्ड लर्निङ र डिजिटल शिक्षा समावेश हुनेछ।",0,education,newspaper,NP_0004368,2026-01-15T21:14:12.687590,informative,formal
"शीर्षक: ‘परीक्षा धोखाधडी’ को अफवाह फैलिएको छ
काठमाण्डौ – एक अनौपचारिक स्रोतले भन्छ कि उच्च शिक्षा संस्थानहरूमा परीक्षा धोखाधडीको व्यापक घटना भइरहेको छ। यो अफवाहको कुनै आधिकारिक पुष्टि छैन।",1,education,blog,NP_0004369,2026-01-15T21:14:12.687596,misleading,sensational
"शीर्षक: ‘ग्याङ्गर विरोधी अभियान’ को सफलता
काठमाण्डौ – प्रहरीले आज घोषणा गर्यो कि २०२६ मा ५० वटा ग्याङ्गर समूहलाई नष्ट गर्ने अभियान सफलतापूर्वक सम्पन्न भएको छ। यसले सार्वजनिक सुरक्षा सुधार गरेको छ।",0,crime,radio,NP_0004370,2026-01-15T21:14:12.687600,informative,formal
"शीर्षक: ‘उच्च प्रोफाइल अपहरण’ को अफवाह फैलिएको छ
काठमाण्डौ – सामाजिक संजालमा एक अफवाह फैलिएको छ कि एक उच्च प्रोफाइल व्यक्तिलाई अपहरण गरिएको छ। यो अफवाहको कुनै आधिकारिक पुष्टि छैन।",1,crime,social_media,NP_0004371,2026-01-15T21:14:12.687605,misleading,sensational
"शीर्षक: ‘फ्लड चेतावनी’ जारी
काठमाण्डौ – मौसम विभागले आज घोषणा गर्यो कि नजिकको वर्षा ऋतुमा २०२६ मा ठूलो फ्लड हुने सम्भावना छ। स्थानीय निकायहरूले तयारी कार्य सुरू गरेका छन्।",0,disaster,newspaper,NP_0004372,2026-01-15T21:14:12.687610,informative,formal
"शीर्षक: ‘भूकम्पको पूर्वसूचना’ को अफवाह फैलिएको छ
काठमाण्डौ – एक अनौपचारिक स्रोतले भन्छ कि सरकारले नजदीकी समयमै भूकम्प आउने चेतावनी जारी गर्ने योजना बनाएको छ। यो अफवाहको कुनै आधिकारिक पुष्टि छैन।",1,disaster,blog,NP_0004373,2026-01-15T21:14:12.687615,misleading,sensational
काठमाडौँ – सरकारले आगामी २०२६ वर्षको संविधान संशोधनको प्रस्तावलाई संसदमा प्रस्तुत गर्‍यो।,0,politics,government_press_release,NP_0004374,2026-01-15T21:15:30.407866,informative,formal
काठमाडौँ – नपालेको नीतिगत निर्णयले नेपालका १.५ मिलियन कृषकलाई अनुदान प्राप्त गर्‍यो।,0,economy,online_portal,NP_0004375,2026-01-15T21:15:30.407881,informative,formal
"काठमाडौँ – स्वास्थ्य मन्त्रालयले नयाँ कोरोना भाइरसको लागि १००,००० डोसको खोप वितरण गर्ने योजना घोषणा गर्‍यो।",0,health,online_portal,NP_0004376,2026-01-15T21:15:30.407885,informative,formal
काठमाडौँ – महिला अधिकार संगठनले काठमाडौँ उपत्यकामा लिंग समानताको कार्यक्रम सञ्चालन गर्‍यो।,0,society,local_newspaper,NP_0004377,2026-01-15T21:15:30.407889,informative,formal
काठमाडौँ – नेपाल सरकारले ५G नेटवर्कको लागि १००० किमीको फाइबर नेटवर्क स्थापना गर्ने घोषणा गर्‍यो।,0,technology,tech_blog,NP_0004378,2026-01-15T21:15:30.407892,informative,formal
काठमाडौँ – कृषी मन्त्रालयले कुखुराको पालीमा २०% उत्पादन वृद्धिको लागि नयाँ प्रजनन कार्यक्रम सुरू गर्‍यो।,0,agriculture,agricultural_magazine,NP_0004379,2026-01-15T21:15:30.407896,informative,formal
काठमाडौँ – नेपाल पर्यटन बोर्डले २०२७ वर्षको लागि २ मिलियन विदेशी पर्यटक आकर्षणको लक्ष्य राख्‍यो।,0,tourism,travel_portal,NP_0004380,2026-01-15T21:15:30.407899,informative,formal
काठमाडौँ – शिक्षा मन्त्रालयले २०२६ वर्षको लागि प्राथमिक विद्यालयमा डिजिटल कक्षा सुरु गर्ने योजना बनायो।,0,education,education_portal,NP_0004381,2026-01-15T21:15:30.407903,informative,formal
काठमाडौँ – पुलिस विभागले काठमाडौँ उपत्यकामा १०० वटा चोरीको केसमा अनुसन्धान गर्‍यो।,0,crime,police_press_release,NP_0004382,2026-01-15T21:15:30.407907,informative,formal
काठमाडौँ – नेपाल भूकम्प ब्यूरोले २०२६ वर्षको लागि १.५ मिलियन टन आपतकालीन सामग्री जुटाउने योजना बनायो।,0,disaster,disaster_response_agency,NP_0004383,2026-01-15T21:15:30.407910,informative,formal
काठमाडौँ – सरकारले आजै घोषणा गर्‍यो कि सबै नागरिकहरूलाई १० लाख रुपैयाँको नकद भुक्तानी गरिनेछ।,1,politics,social_media,NP_0004384,2026-01-15T21:15:30.407914,misleading,sensational
काठमाडौँ – विदेशी निवेशकहरूले नेपालमा १००० करोड रुपैयाँको नयाँ परियोजना आरम्भ गर्ने घोषणा गर्‍यो।,1,economy,blog,NP_0004385,2026-01-15T21:15:30.407918,misleading,sensational
"काठमाडौँ – एक अनौपचारिक स्रोत अनुसार, नेपालमा १००% कोरोना भाइरस खोपले १००% रोगीलाई पूर्ण रूपमा ठीक गर्‍यो।",1,health,health_forum,NP_0004386,2026-01-15T21:15:30.407921,misleading,sensational
"काठमाडौँ – एक अनौपचारिक स्रोत अनुसार, काठमाडौँ उपत्यकामा सबै नागरिकहरूलाई १ वर्षको लागि १००% स्वच्छता अनुदान दिइनेछ।",1,society,gossip_site,NP_0004387,2026-01-15T21:15:30.407925,misleading,sensational
"काठमाडौँ – एक अनौपचारिक स्रोत अनुसार, नेपाल सरकारले २०२६ मा सबै मोबाइल फोनलाई १००% स्वतः अपडेट गर्ने योजना बनायो।",1,technology,tech_forum,NP_0004388,2026-01-15T21:15:30.407928,misleading,sensational
"काठमाडौँ – एक अनौपचारिक स्रोत अनुसार, नेपाल सरकारले २०२६ मा सबै किसानहरूलाई १००% फसल उत्पादनको ग्यारेन्टी दिने घोषणा गर्‍यो।",1,agriculture,farming_forum,NP_0004389,2026-01-15T21:15:30.407932,misleading,sensational
"काठमाडौँ – एक अनौपचारिक स्रोत अनुसार, नेपाल सरकारले २०२६ मा सबै पर्यटकहरूलाई १००% छुट दिने योजना बनायो।",1,tourism,travel_blog,NP_0004390,2026-01-15T21:15:30.407936,misleading,sensational
"काठमाडौँ – एक अनौपचारिक स्रोत अनुसार, नेपाल सरकारले २०२६ मा सबै विद्यार्थीहरूलाई १००% निःशुल्क शिक्षा दिने घोषणा गर्‍यो।",1,education,student_forum,NP_0004391,2026-01-15T21:15:30.407940,misleading,sensational
"काठमाडौँ – एक अनौपचारिक स्रोत अनुसार, नेपाल सरकारले २०२६ मा सबै अपराधहरूलाई १००% माफ गर्ने घोषणा गर्‍यो।",1,crime,crime_blog,NP_0004392,2026-01-15T21:15:30.407944,misleading,sensational
"काठमाडौँ – एक अनौपचारिक स्रोत अनुसार, नेपाल सरकारले २०२६ मा सबै प्राकृतिक आपदाहरूलाई १००% रोक्ने घोषणा गर्‍यो।",1,disaster,disaster_blog,NP_0004393,2026-01-15T21:15:30.407947,misleading,sensational
शीर्षक: प्रधानमन्त्रीको नयाँ नीतिगत घोषणा – राष्ट्रिय स्वास्थ्य कार्यक्रमको विस्तार,0,politics,online_portal,NP_0004394,2026-01-15T21:16:13.607139,informative,formal
शीर्षक: निपाल बैंकले नयाँ ब्याज दर घोषणा – अर्थतन्त्रमा सकारात्मक प्रभाव,0,economy,online_portal,NP_0004395,2026-01-15T21:16:13.607153,informative,formal
शीर्षक: स्वास्थ्य मन्त्रालयले दादामुक्ति अभियानको घोषणा – २०२६ को लक्ष्य,0,health,online_portal,NP_0004396,2026-01-15T21:16:13.607157,informative,formal
शीर्षक: समाजसेवा कार्यक्रममा युवाहरूको सहभागिता – सामाजिक समावेशीता बढाउने प्रयास,0,society,online_portal,NP_0004397,2026-01-15T21:16:13.607161,informative,formal
शीर्षक: निपालको पहिलो पूर्ण स्वचालित स्मार्ट शहर – टेक्नोलोजीमा नयाँ युग,0,technology,online_portal,NP_0004398,2026-01-15T21:16:13.607164,informative,formal
शीर्षक: कृषि विभागले जैविक खेतीको प्रोत्साहन – उत्पादनमा १५% वृद्धि,0,agriculture,online_portal,NP_0004399,2026-01-15T21:16:13.607167,informative,formal
शीर्षक: निपालको प्रमुख पर्यटन स्थलमा नयाँ पर्यटन सुविधा – पर्यटक संख्या २०% वृद्धि,0,tourism,online_portal,NP_0004400,2026-01-15T21:16:13.607171,informative,formal
शीर्षक: शिक्षा मन्त्रालयले डिजिटल कक्षा कार्यक्रम – १००% कक्षा कभर,0,education,online_portal,NP_0004401,2026-01-15T21:16:13.607174,informative,formal
शीर्षक: राष्ट्रिय प्रहरी बलले ठूलो चोरी केसमा गिरफ्तारी – ५० जना पक्राउ,0,crime,online_portal,NP_0004402,2026-01-15T21:16:13.607177,informative,formal
शीर्षक: भूकम्पपछि काठमाण्डौमा १००० भन्दा बढी घर नष्ट – बचाव कार्य जारी,0,disaster,online_portal,NP_0004403,2026-01-15T21:16:13.607180,informative,formal
शीर्षक: प्रधानमन्त्रीको कथित भ्रष्टाचार – २०२६ मा गुप्त बैठक,1,politics,social_media,NP_0004404,2026-01-15T21:16:13.607184,misleading,sensational
शीर्षक: निपालको अर्थतन्त्रमा अचानक २०% गिरावट – विदेशी मुद्रा संकट,1,economy,social_media,NP_0004405,2026-01-15T21:16:13.607189,misleading,sensational
शीर्षक: स्वास्थ्य क्षेत्रमा नयाँ खोप प्रयोग – १००% प्रभावकारी,1,health,social_media,NP_0004406,2026-01-15T21:16:13.607192,misleading,sensational
शीर्षक: समाजमा गुप्त संगठन – १००० भन्दा बढी युवाहरूलाई भर्ती,1,society,social_media,NP_0004407,2026-01-15T21:16:13.607195,misleading,sensational
शीर्षक: निपालमा पहिलो बार रोबोटिक सर्जरी – १००% सफलता दर,1,technology,social_media,NP_0004408,2026-01-15T21:16:13.607199,misleading,sensational
शीर्षक: कृषि क्षेत्रमा जादुई उन्नति – ५०% उत्पादन वृद्धि,1,agriculture,social_media,NP_0004409,2026-01-15T21:16:13.607202,misleading,sensational
शीर्षक: पर्यटन उद्योगमा गुप्त योजना – १००% टूरिस्ट आकर्षण,1,tourism,social_media,NP_0004410,2026-01-15T21:16:13.607206,misleading,sensational
शीर्षक: शिक्षा क्षेत्रमा गुप्त प्रयोग – १००% विद्यार्थी सफलता,1,education,social_media,NP_0004411,2026-01-15T21:16:13.607210,misleading,sensational
शीर्षक: राष्ट्रिय प्रहरी बलले गुप्त अपराधी संघटनको पर्दाफास – २०० जना गिरफ्तार,1,crime,social_media,NP_0004412,2026-01-15T21:16:13.607213,misleading,sensational
शीर्षक: भूकम्पपछि गुप्त बम धम्की – १००० भन्दा बढी घर नष्ट,1,disaster,social_media,NP_0004413,2026-01-15T21:16:13.607217,misleading,sensational
शीर्षक: राष्ट्रिय संसदमा नवीन संविधान संशोधनको प्रस्ताव पारित,0,politics,government_release,NP_0004414,2026-01-15T21:17:11.241975,informative,formal
शीर्षक: प्रधानमन्त्रीले गुप्त रूपमा विदेशी सरकारसँग मिलेर देशलाई कब्जा गर्ने योजना,1,politics,social_media,NP_0004415,2026-01-15T21:17:11.241994,misleading,sensational
शीर्षक: नपालेको आर्थिक नीतिले निर्यातमा ८% वृद्धिलाई प्रोत्साहन,0,economy,online_portal,NP_0004416,2026-01-15T21:17:11.241998,informative,formal
शीर्षक: नपालेको बैंकिङ् प्रणालीमा सबै बैंकहरू एकै दिन बन्द हुने घोषणा,1,economy,social_media,NP_0004417,2026-01-15T21:17:11.242001,misleading,sensational
शीर्षक: स्वास्थ्य मन्त्रालयले नयाँ रोग नियन्त्रण कार्यक्रमको घोषणा गर्यो,0,health,government_release,NP_0004418,2026-01-15T21:17:11.242005,informative,formal
शीर्षक: सरकारले सबै नागरिकलाई अनिवार्य रूपमा कुखुरा खोप लगाउने योजना,1,health,social_media,NP_0004419,2026-01-15T21:17:11.242008,misleading,sensational
"शीर्षक: सामाजिक कल्याण कार्यक्रम अन्तर्गत १०,००० परिवारलाई आर्थिक सहायता",0,society,online_portal,NP_0004420,2026-01-15T21:17:11.242015,informative,formal
शीर्षक: सरकारले सबै महिलालाई गुप्त रूपमा बिनु अनुमति विवाह गर्ने आदेश,1,society,social_media,NP_0004421,2026-01-15T21:17:11.242018,misleading,sensational
शीर्षक: नपालेको टेलिकम कम्पनीले 5G नेटवर्कको विस्तार घोषणा गर्यो,0,technology,government_release,NP_0004422,2026-01-15T21:17:11.242022,informative,formal
शीर्षक: सरकारले सबै मोबाइल फोनलाई २४ घण्टा जडित गर्ने आदेश,1,technology,social_media,NP_0004423,2026-01-15T21:17:11.242025,misleading,sensational
शीर्षक: कृषि मन्त्रालयले नयाँ बाली उत्पादन कार्यक्रमको घोषणा गर्यो,0,agriculture,online_portal,NP_0004424,2026-01-15T21:17:11.242028,informative,formal
शीर्षक: सरकारले सबै किसानलाई गुप्त रूपमा बिनु अनुमति बाली उगाउने आदेश,1,agriculture,social_media,NP_0004425,2026-01-15T21:17:11.242031,misleading,sensational
शीर्षक: पर्यटन विभागले नयाँ अन्तर्राष्ट्रिय गन्तव्यको प्रचार अभियान शुरू गर्यो,0,tourism,government_release,NP_0004426,2026-01-15T21:17:11.242035,informative,formal
शीर्षक: सरकारले सबै पर्यटकलाई गुप्त रूपमा नजानेको स्थानमा लैजानको आदेश,1,tourism,social_media,NP_0004427,2026-01-15T21:17:11.242038,misleading,sensational
शीर्षक: शिक्षा मन्त्रालयले नवीन पाठ्यक्रम सुधारको घोषणा गर्यो,0,education,online_portal,NP_0004428,2026-01-15T21:17:11.242041,informative,formal
शीर्षक: सरकारले सबै विद्यालयलाई गुप्त रूपमा अनिवार्य रूपमा कुखुरा शिक्षा दिने आदेश,1,education,social_media,NP_0004429,2026-01-15T21:17:11.242044,misleading,sensational
शीर्षक: पुलिसले प्रमुख अपराधीलाई गिरफ्तार गर्यो,0,crime,government_release,NP_0004430,2026-01-15T21:17:11.242048,informative,formal
शीर्षक: सरकारले सबै नागरिकलाई गुप्त रूपमा हत्याकाण्डमा भाग लिन आदेश,1,crime,social_media,NP_0004431,2026-01-15T21:17:11.242051,misleading,sensational
शीर्षक: नपालेको भूकम्पपछि राहत कार्यहरू सुरू गरियो,0,disaster,online_portal,NP_0004432,2026-01-15T21:17:11.242054,informative,formal
शीर्षक: सरकारले सबै घरलाई गुप्त रूपमा बमवर्षण गर्ने योजना,1,disaster,social_media,NP_0004433,2026-01-15T21:17:11.242057,misleading,sensational
काठमाण्डौ – संसदमा आज नयाँ संविधान संशोधनको प्रस्ताव पारित भएको खबर छ। सरकारले यो कदमले लोकतन्त्रलाई मजबुत गर्ने आशा गरेको छ।,0,politics,official_press_release,NP_0004434,2026-01-15T21:18:29.915550,informative,formal
"काठमाण्डौ – रिपोर्ट अनुसार, संसदमा विदेशी राजदूतको हत्या गर्ने योजना बनाइरहेको छ। यो योजना हालै खुलाइएको छ।",1,politics,unverified_report,NP_0004435,2026-01-15T21:18:29.915566,misleading,sensational
काठमाण्डौ – नेपाल बैंकले आज ब्याज दर १.५ प्रतिशतबाट १.२५ प्रतिशतमा घटाउने निर्णय गरेको छ।,0,economy,official_press_release,NP_0004436,2026-01-15T21:18:29.915570,informative,formal
काठमाण्डौ – सरकारले आज घोषणा गरेको छ कि सबै बैंकहरूलाई ३० दिन भित्र बन्द गर्नेछ।,1,economy,unverified_report,NP_0004437,2026-01-15T21:18:29.915574,misleading,sensational
काठमाण्डौ – स्वास्थ्य मन्त्रालयले आज नयां टीकाकरण कार्यक्रमको घोषणा गरेको छ जसले कोविड-१९ को अतिरिक्त रोगहरूलाई लक्षित गरेको छ।,0,health,official_press_release,NP_0004438,2026-01-15T21:18:29.915578,informative,formal
"काठमाण्डौ – रिपोर्ट अनुसार, सार्वजनिक स्वास्थ्यमा विषाणु फैलाउने योजना बनाइरहेको छ।",1,health,unverified_report,NP_0004439,2026-01-15T21:18:29.915582,misleading,sensational
काठमाण्डौ – सामाजिक कार्यकर्ताहरूले आज दान कार्यक्रमको आयोजना गरेका छन् जसले बेघर परिवारलाई सहायता पुर्‍याउने उद्देश्य राखेको छ।,0,society,official_press_release,NP_0004440,2026-01-15T21:18:29.915586,informative,formal
काठमाण्डौ – सोशल मिडियामा झूठी खबर फैलाउने अभियान चलाइएको छ जसले जनताको विश्वासलाई ध्वस्त गरेको छ।,1,society,unverified_report,NP_0004441,2026-01-15T21:18:29.915591,misleading,sensational
काठमाण्डौ – नेपालले आज पहिलो 5G नेटवर्कको सुरुवात गरेको छ जसले उच्च गति इन्टरनेट सेवा उपलब्ध गराउनेछ।,0,technology,official_press_release,NP_0004442,2026-01-15T21:18:29.915595,informative,formal
काठमाण्डौ – कम्प्युटर वायरसले देशभरि कम्प्युटरलाई नष्ट गर्ने योजना बनाइएको छ।,1,technology,unverified_report,NP_0004443,2026-01-15T21:18:29.915598,misleading,sensational
काठमाण्डौ – कृषि विभागले आज नयाँ फसल संरक्षण योजना घोषणा गरेको छ जसले फसल उत्पादनमा वृद्धि गर्नेछ।,0,agriculture,official_press_release,NP_0004444,2026-01-15T21:18:29.915602,informative,formal
काठमाण्डौ – कृषि विभागले फसललाई विषाक्त बनाउने योजना बनाएको छ।,1,agriculture,unverified_report,NP_0004445,2026-01-15T21:18:29.915605,misleading,sensational
काठमाण्डौ – नेपाल सरकारले आज पर्यटन स्थलमा नयाँ सुविधा थप्ने निर्णय गरेको छ जसले पर्यटक अनुभवलाई सुधार गर्नेछ।,0,tourism,official_press_release,NP_0004446,2026-01-15T21:18:29.915609,informative,formal
काठमाण्डौ – पर्यटन स्थलमा भूतपूर्व राजकुमारको रहस्य उजागर भएको खबर छ।,1,tourism,unverified_report,NP_0004447,2026-01-15T21:18:29.915612,misleading,sensational
काठमाण्डौ – शिक्षा मन्त्रालयले आज नयाँ पाठ्यक्रम घोषणा गरेको छ जसले विद्यार्थीहरूलाई आधुनिक ज्ञान दिन्छ।,0,education,official_press_release,NP_0004448,2026-01-15T21:18:29.915616,informative,formal
काठमाण्डौ – विद्यालयहरूमा जादुई प्रयोगहरू गरिने योजना बनाइरहेको छ।,1,education,unverified_report,NP_0004449,2026-01-15T21:18:29.915620,misleading,sensational
काठमाण्डौ – अपराध विभागले आज ठूलो चोरी केसमा सफलता प्राप्त गरेको छ।,0,crime,official_press_release,NP_0004450,2026-01-15T21:18:29.915624,informative,formal
काठमाण्डौ – सरकारले अपराधीलाई दण्ड नदिने नीति लागू गरेको छ।,1,crime,unverified_report,NP_0004451,2026-01-15T21:18:29.915627,misleading,sensational
काठमाण्डौ – नेपालमा भूकम्प पूर्वसूचना प्रणाली सुधार गरिएको छ जसले जनताको सुरक्षा बढाउनेछ।,0,disaster,official_press_release,NP_0004452,2026-01-15T21:18:29.915631,informative,formal
काठमाण्डौ – भूकम्पले देशभरि नष्ट गर्ने योजना बनाइएको छ।,1,disaster,unverified_report,NP_0004453,2026-01-15T21:18:29.915634,misleading,sensational
"शीर्षक: प्रधानमन्त्री दीनेश शाहले आजै काठमाण्डौमा नयाँ आर्थिक सुधार नीति घोषणा गरे। नीति अन्तर्गत कृषि क्षेत्रलाई २०% कर कटौती, युवाहरूलाई रोजगारीको अवसरहरू बढाउन १००० नयाँ रोजगार कार्यक्रम सुरु गरिनेछ।",0,politics,government_website,NP_0004454,2026-01-15T21:19:47.604560,informative,formal,
शीर्षक: निपालको सबै बैंकहरू भोलिदेखि बन्द हुने घोषणा! बैंकिङ क्षेत्रको संकटले गर्दा सरकारले सबै बैंकलाई बन्द गर्ने आदेश जारी गरेको छ।,1,economy,social_media,NP_0004455,2026-01-15T21:19:47.604577,misleading,sensational,
"शीर्षक: स्वास्थ्य मन्त्रालयले कोरोना भाइरसको नवीनतम रिपोर्ट जारी गर्‍यो। १० दिनको भीतर २,५०० नयाँ केस र १५० नयाँ मृत्यु रिपोर्ट गरियो।",0,health,official_press_release,NP_0004456,2026-01-15T21:19:47.604582,informative,formal,
शीर्षक: काठमाण्डौमा सबै सार्वजनिक स्थानहरूमा अब फेस मास्क अनिवार्य छैन! सरकारले फेस मास्कको आवश्यकता हटाउने निर्णय गरेको छ।,1,society,blog,NP_0004457,2026-01-15T21:19:47.604585,misleading,sensational,
शीर्षक: निपालको पहिलो पूर्ण स्वचालित सार्वजनिक परिवहन प्रणाली २०२६ मा सुरु हुने छ। नयाँ बसहरू १००% इलेक्ट्रिक र स्वचालित ड्राइभिङ्ग प्रणालीसँग सुसज्जित हुनेछन्।,0,technology,tech_news,NP_0004458,2026-01-15T21:19:47.604590,informative,formal,
शीर्षक: निपालको सबै किसानहरूले अब १००% जैविक खेती अपनाउनुपर्ने आदेश जारी गरियो। सरकारले रासायनिक खतेको प्रयोगलाई पूर्ण रूपमा प्रतिबन्धित गरेको छ।,1,agriculture,social_media,NP_0004459,2026-01-15T21:19:47.604593,misleading,sensational,
शीर्षक: निपालको पर्यटन विभागले २०२४ को लागि नयाँ विदेशी यात्रु लक्ष्य ५ मिलियन घोषणा गर्‍यो।,0,tourism,government_website,NP_0004460,2026-01-15T21:19:47.604596,informative,formal,
शीर्षक: सबै विश्वविद्यालयहरूलाई अब अनिवार्य रूपमा १००% अनलाइन कक्षाहरूमा परिवर्तन गर्ने आदेश जारी गरियो।,1,education,blog,NP_0004461,2026-01-15T21:19:47.604600,misleading,sensational,
शीर्षक: काठमाडौं उपत्यकामा ४० वर्षको युवकको हत्या भएको छ। प्रहरीले शङ्गास्पद व्यक्तिलाई पक्राउ गरेको छ।,0,crime,news_agency,NP_0004462,2026-01-15T21:19:47.604603,informative,formal,
शीर्षक: निपालको सबै नदिहरूमा अब १००% जलभवन हुने छ। सरकारले जलभवनको घोषणा गरेको छ।,1,disaster,social_media,NP_0004463,2026-01-15T21:19:47.604607,misleading,sensational,
शीर्षक: प्रधानमन्त्री दीनेश शाहले आजै घोषणा गरे कि निपालको संविधानलाई २०२५ मा समाप्त गर्ने निर्णय गरियो।,1,politics,blog,NP_0004464,2026-01-15T21:19:47.604610,misleading,sensational,
शीर्षक: निपालको केंद्रीय बैंकले २०२३ को अन्तिम तिमाहीमा ब्याज दर १.५% ले घटाएको छ।,0,economy,official_press_release,NP_0004465,2026-01-15T21:19:47.604613,informative,formal,
शीर्षक: निपालमा सबै नागरिकहरूलाई अब १००% वैक्सिन अनिवार्य गरिएको छ। सरकारले वैक्सिन नलाग्नेहरूलाई दण्डित गर्ने निर्णय गरेको छ।,1,health,social_media,NP_0004466,2026-01-15T21:19:47.604621,,,[]
काठमाडौँ: प्रधानमन्त्रीले आगामी संसद चुनावका लागि नयाँ नीति घोषणा गरे। सरकारले निर्वाचन आयोगसँग सहकार्य गर्दै मतपत्रको डिजिटलकरण र मतदान प्रक्रिया सुधार गर्ने योजना प्रस्तुत गर्‍यो।,0,politics,online_portal,NP_0004467,2026-01-15T21:20:57.318987,informative,formal
काठमाडौँ: प्रधानमन्त्रीले आजै सबै राजनैतिक दललाई एकीकृत गरेर एक पार्टी बनाउने घोषणा गरे। यो कथन कुनै आधिकारिक स्रोतबाट पुष्टि भएको छैन।,1,politics,social_media,NP_0004468,2026-01-15T21:20:57.318999,misleading,sensational
नयाँ वर्षको बजेटमा सरकारले १०% कर कटौतीको घोषणा गर्‍यो। यसले व्यक्तिगत आयकर र व्यापारिक करमा कमी ल्याउने अपेक्षा गरिएको छ।,0,economy,official_website,NP_0004469,2026-01-15T21:20:57.319005,informative,formal
नयाँ वर्षको बजेटमा सरकारले सबै नागरिकलाई १० लाख रुपैयाँ अनुदान दिने घोषणा गर्‍यो। यो दावीको कुनै आधिकारिक प्रमाण उपलब्ध छैन।,1,economy,social_media,NP_0004470,2026-01-15T21:20:57.319009,misleading,sensational
स्वास्थ्य मन्त्रालयले कोविड-१९को दोस्रो चरणको समाप्ति घोषणा गर्‍यो। सबै प्रदेशमा प्रतिबन्ध हटाउने र सामान्य गतिविधि पुनः सुरु गर्ने योजना छ।,0,health,online_portal,NP_0004471,2026-01-15T21:20:57.319013,informative,formal
स्वास्थ्य मन्त्रालयले सबै नागरिकलाई एक दिनमा १००० मि.ग्रा.को विटामिन सी दिनु पर्ने घोषणा गर्‍यो। यो दावीको वैधता पुष्टि भएको छैन।,1,health,social_media,NP_0004472,2026-01-15T21:20:57.319019,misleading,sensational
सामाजिक कल्याण विभागले २००० वृद्धाश्रमको नवीनीकरण कार्य आरम्भ गर्‍यो। यसले वृद्धजनको जीवनस्तर सुधार गर्ने अपेक्षा गरिएको छ।,0,society,official_website,NP_0004473,2026-01-15T21:20:57.319023,informative,formal
सामाजिक कल्याण विभागले सबै महिलालाई १००० रुपयेको नकद अनुदान दिने घोषणा गर्‍यो। यो दावीको कुनै आधिकारिक पुष्टि छैन।,1,society,social_media,NP_0004474,2026-01-15T21:20:57.319027,misleading,sensational
नेपाल टेलिकमले 5G नेटवर्कको पहिलो चरण सफलतापूर्वक चालू गर्‍यो। यसले ग्रामीण क्षेत्रमा उच्च गति इन्टरनेट उपलब्ध गराउने अपेक्षा छ।,0,technology,online_portal,NP_0004475,2026-01-15T21:20:57.319031,informative,formal
नेपाल टेलिकमले सबै नागरिकलाई १ घण्टामा १० गीगाबाइट डेटा फ्री दिने घोषणा गर्‍यो। यो दावीको वैधता पुष्टि भएको छैन।,1,technology,social_media,NP_0004476,2026-01-15T21:20:57.319035,misleading,sensational
कृषि मन्त्रालयले शताब्दी वर्षको फसल उत्पादनमा १५% वृद्धि गरेको घोषणा गर्‍यो। यसले खाद्यान्न सुरक्षा सुधार गर्ने अपेक्षा छ।,0,agriculture,official_website,NP_0004477,2026-01-15T21:20:57.319038,informative,formal
कृषि मन्त्रालयले सबै किसानलाई १००० टनको धान उत्पादन गर्न अनिवार्य गरेको घोषणा गर्‍यो। यो दावीको कुनै आधिकारिक पुष्टि छैन।,1,agriculture,social_media,NP_0004478,2026-01-15T21:20:57.319042,misleading,sensational
